GEO_ID,,S1101_C01_001E,S1101_C01_002E
GEO ID,FIPS,Total households,Average household size
1400000U,6037530603,1203,3.67
1400000U,6037530700,566,3.76
1400000U,6037530801,1351,4.27
1400000U,6037530802,840,3.79
1400000U,6037530901,953,4.11
1400000U,6037530902,1201,3.38
1400000U,6037531000,1254,4.1
1400000U,6037531101,1129,4.28
1400000U,6037531102,825,3.01
1400000U,6037531201,1131,3.64
1400000U,6037531202,1097,3.88
1400000U,6037531301,1391,3.78
1400000U,6037531302,1358,4.07
1400000U,6037531502,781,3.95
1400000U,6037531503,805,3.29
1400000U,6037531504,968,4.23
1400000U,6037531602,1009,3.78
1400000U,6037531603,935,3.92
1400000U,6037531604,832,3.91
1400000U,6037531701,1389,4.09
1400000U,6037531702,1357,3.64
1400000U,6037531800,1355,3.53
1400000U,6037531901,1745,3.74
1400000U,6037531902,1064,3.96
1400000U,6037532001,971,3.23
1400000U,6037532002,1036,3.3
1400000U,6037532101,1960,3.59
1400000U,6037532102,908,3.85
1400000U,6037532200,1754,3.97
1400000U,6037532302,1187,3.83
1400000U,6037532303,1266,3.47
1400000U,6037532304,1045,3.15
1400000U,6037532500,1113,3.44
1400000U,6037532605,1224,3.37
1400000U,6037532606,1231,3.16
1400000U,6037532607,1378,3.58
1400000U,6037532700,728,4.54
1400000U,6037532800,966,4.53
1400000U,6037532900,1641,4.03
1400000U,6037533001,1102,4.09
1400000U,6037533002,584,4.11
1400000U,6037533103,777,4.13
1400000U,6037533104,1315,3.36
1400000U,6037533105,649,3.73
1400000U,6037533108,1310,3.62
1400000U,6037533201,665,3.64
1400000U,6037533204,1012,4.39
1400000U,6037533300,836,3.58
1400000U,6037533401,1195,4.12
1400000U,6037533402,976,3.86
1400000U,6037533403,752,3.14
1400000U,6037533501,780,3.66
1400000U,6037533504,994,4.07
1400000U,6037533601,1150,3.72
1400000U,6037533602,1367,3.61
1400000U,6037533603,1735,3.69
1400000U,6037533701,823,3.64
1400000U,6037533702,880,4.05
1400000U,6037533703,896,4.73
1400000U,6037533803,1563,3.64
1400000U,6037533804,1036,3.4
1400000U,6037533805,1051,3.63
1400000U,6037533806,941,4.03
1400000U,6037533901,1301,3.91
1400000U,6037533902,998,4.46
1400000U,6037534001,1301,3.95
1400000U,6037534002,953,4.12
1400000U,6037534101,497,3.89
1400000U,6037534102,1445,4.09
1400000U,6037534201,967,4.17
1400000U,6037534202,1216,4.18
1400000U,6037534203,845,3.78
1400000U,6037534301,1068,3.84
1400000U,6037534302,889,4.33
1400000U,6037534403,810,3.83
1400000U,6037534404,947,3.43
1400000U,6037534405,913,4.35
1400000U,6037534406,1145,3.8
1400000U,6037534501,1313,4.28
1400000U,6037534502,951,3.58
1400000U,6037534700,998,4.46
1400000U,6037534802,637,4.14
1400000U,6037534803,1198,3.96
1400000U,6037534804,988,4.42
1400000U,6037534900,1361,4.25
1400000U,6037535001,925,4.51
1400000U,6037535002,892,4.11
1400000U,6037535101,2011,3.96
1400000U,6037535102,1076,4.24
1400000U,6037535200,1200,5.03
1400000U,6037535300,1387,4.49
1400000U,6037535400,757,4.49
1400000U,6037535501,924,3.5
1400000U,6037535502,1327,3.98
1400000U,6037535503,651,3.65
1400000U,6037535603,962,3.99
1400000U,6037535604,1032,4.12
1400000U,6037535605,1133,4.01
1400000U,6037535606,460,4.07
1400000U,6037535607,1026,4.36
1400000U,6037535701,1440,3.76
1400000U,6037535702,1372,4.72
1400000U,6037535802,1528,3.81
1400000U,6037535803,993,3.63
1400000U,6037535804,1434,4.2
1400000U,6037535901,1643,3.62
1400000U,6037535902,1393,4.35
1400000U,6037536000,984,3.22
1400000U,6037536102,1033,3.37
1400000U,6037536103,1425,3.73
1400000U,6037536104,1039,3.27
1400000U,6037536201,935,3.69
1400000U,6037536202,1186,3.59
1400000U,6037540000,1584,4.65
1400000U,6037540101,1537,4.14
1400000U,6037540102,1312,4.43
1400000U,6037540201,558,4.02
1400000U,6037540202,1579,4.02
1400000U,6037540203,1315,4.09
1400000U,6037540300,1186,3.68
1400000U,6037540400,462,4.13
1400000U,6037540501,943,4.12
1400000U,6037540502,1680,3.96
1400000U,6037540600,1174,3.82
1400000U,6037540700,913,3.28
1400000U,6037540800,1565,3.61
1400000U,6037540901,1227,3.96
1400000U,6037540902,1496,2.8
1400000U,6037541003,1381,3.33
1400000U,6037541100,936,3.21
1400000U,6037541200,1839,3.33
1400000U,6037541300,1477,3.67
1400000U,6037541401,992,3.47
1400000U,6037541402,829,4.33
1400000U,6037541500,1368,3.82
1400000U,6037541603,733,3.82
1400000U,6037541604,1390,3.77
1400000U,6037541605,1489,3.48
1400000U,6037541606,652,4.31
1400000U,6037541700,1376,4.41
1400000U,6037541801,1140,4.8
1400000U,6037541802,1270,3.84
1400000U,6037542000,1198,4.34
1400000U,6037542103,815,4.17
1400000U,6037542104,884,4.83
1400000U,6037542105,1154,4.44
1400000U,6037542106,775,3.33
1400000U,6037542200,1467,4.81
1400000U,6037542401,1150,3.74
1400000U,6037542402,957,4.14
1400000U,6037542501,1294,3.17
1400000U,6037542502,1349,3.77
1400000U,6037542601,780,4.3
1400000U,6037542602,1417,3.75
1400000U,6037542700,1410,4.1
1400000U,6037542800,969,3.33
1400000U,6037542900,806,3.99
1400000U,6037543000,1268,3.01
1400000U,6037543100,1830,3.79
1400000U,6037543201,879,3.93
1400000U,6037543203,1078,3.9
1400000U,6037543304,2086,3.25
1400000U,6037543305,1230,3.04
1400000U,6037543306,1804,3.99
1400000U,6037543321,2011,2.85
1400000U,6037543322,2102,3.28
1400000U,6037543400,946,3.8
1400000U,6037543501,1914,3.15
1400000U,6037543502,1719,2.74
1400000U,6037543503,1892,2.79
1400000U,6037543601,1100,4.16
1400000U,6037543603,1485,2.55
1400000U,6037543605,1535,2.66
1400000U,6037543606,1311,2.64
1400000U,6037543607,1316,3.82
1400000U,6037543701,684,4.53
1400000U,6037543703,1066,3.86
1400000U,6037543704,841,3.77
1400000U,6037543705,983,3.36
1400000U,6037543801,1338,3.56
1400000U,6037543803,1452,2.9
1400000U,6037543804,801,4.45
1400000U,6037543903,1092,3.51
1400000U,6037543905,1050,4.34
1400000U,6037544001,1246,3.24
1400000U,6037544002,834,4.48
1400000U,6037550101,1004,3.8
1400000U,6037550201,769,3.87
1400000U,6037550202,1449,3.59
1400000U,6037550301,1049,4.29
1400000U,6037550501,1115,3.46
1400000U,6037550502,1247,3.39
1400000U,6037550601,1922,3.31
1400000U,6037550602,1145,3.52
1400000U,6037550700,2024,3.18
1400000U,6037550801,1580,2.95
1400000U,6037550802,608,3.35
1400000U,6037550901,1454,3.26
1400000U,6037550902,1860,3.07
1400000U,6037551001,951,3.06
1400000U,6037551002,1390,3.06
1400000U,6037551101,1251,3.1
1400000U,6037551102,1869,2.9
1400000U,6037551201,1212,2.98
1400000U,6037551203,1083,3.49
1400000U,6037551204,1153,2.9
1400000U,6037551300,1859,3.06
1400000U,6037551401,1303,3.18
1400000U,6037551402,1443,3.67
1400000U,6037551501,1431,3.25
1400000U,6037551502,1413,3.33
1400000U,6037551700,1715,3.62
1400000U,6037551801,949,3.35
1400000U,6037551802,1424,2.81
1400000U,6037551900,1361,3.71
1400000U,6037552001,1001,3.84
1400000U,6037552002,943,3.58
1400000U,6037552100,1788,3.29
1400000U,6037552200,1588,3.64
1400000U,6037552301,1137,3.86
1400000U,6037552302,1334,3.18
1400000U,6037552400,552,4.29
1400000U,6037552601,1165,4.7
1400000U,6037552602,992,3.65
1400000U,6037552700,1594,4.07
1400000U,6037552800,1661,3.52
1400000U,6037552900,1906,3.37
1400000U,6037553000,1135,4.53
1400000U,6037553100,1923,3.48
1400000U,6037553201,988,4
1400000U,6037553202,953,3.7
1400000U,6037553300,962,3.62
1400000U,6037553400,1022,3.69
1400000U,6037553502,1142,3.46
1400000U,6037553503,853,3.79
1400000U,6037553504,1324,3.59
1400000U,6037553601,1286,3.67
1400000U,6037553602,1363,3.55
1400000U,6037553701,934,4.2
1400000U,6037553702,1263,3.77
1400000U,6037553801,1027,4.17
1400000U,6037553802,2061,3.15
1400000U,6037553901,1552,3.94
1400000U,6037553902,1561,3.73
1400000U,6037554001,1265,3.56
1400000U,6037554002,1780,3.34
1400000U,6037554101,926,3.39
1400000U,6037554105,1456,2.98
1400000U,6037554106,1285,3.11
1400000U,6037554201,1113,3.21
1400000U,6037554203,1287,2.9
1400000U,6037554204,1792,2.59
1400000U,6037554301,1078,3.18
1400000U,6037554302,1146,3.63
1400000U,6037554403,1779,3.12
1400000U,6037554404,1311,3.44
1400000U,6037554405,1430,2.48
1400000U,6037554406,1591,2.96
1400000U,6037554511,1158,3.52
1400000U,6037554512,2261,2.97
1400000U,6037554513,817,3.05
1400000U,6037554514,1592,2.81
1400000U,6037554515,1138,2.89
1400000U,6037554516,1183,3.26
1400000U,6037554517,1408,3.11
1400000U,6037554518,1564,3.26
1400000U,6037554519,1195,2.84
1400000U,6037554521,1959,3.09
1400000U,6037554522,1497,3.29
1400000U,6037554600,1227,3.18
1400000U,6037554700,952,4.32
1400000U,6037554801,767,3.74
1400000U,6037554802,1773,3.29
1400000U,6037554900,1944,3.58
1400000U,6037555001,1608,3.33
1400000U,6037555002,1255,3.15
1400000U,6037555105,1782,3.4
1400000U,6037555106,955,2.85
1400000U,6037555107,1899,2.96
1400000U,6037555202,1123,3.35
1400000U,6037555211,1372,4.09
1400000U,6037555212,1364,4.15
1400000U,6037555300,1029,3.53
1400000U,6037570001,1553,2.91
1400000U,6037570002,793,3.25
1400000U,6037570003,1345,3
1400000U,6037570100,723,4
1400000U,6037570202,1728,3.74
1400000U,6037570203,1309,3.16
1400000U,6037570204,1316,3.43
1400000U,6037570303,1312,3.52
1400000U,6037570304,1529,3.32
1400000U,6037570305,1480,2.84
1400000U,6037570306,929,3.47
1400000U,6037570402,948,3.43
1400000U,6037570403,1055,3.52
1400000U,6037570404,913,4.35
1400000U,6037570502,1971,3.04
1400000U,6037570503,1142,3.42
1400000U,6037570504,1003,3.78
1400000U,6037570601,1613,3.83
1400000U,6037570602,1684,3.34
1400000U,6037570603,1707,3.11
1400000U,6037570701,2614,2.93
1400000U,6037570703,961,3.18
1400000U,6037570800,1707,3.2
1400000U,6037570901,1780,3.27
1400000U,6037570902,1172,2.86
1400000U,6037571000,1824,3.05
1400000U,6037571101,1669,2.94
1400000U,6037571102,1176,3.13
1400000U,6037571201,1488,2.58
1400000U,6037571202,1567,2.5
1400000U,6037571300,1541,3.1
1400000U,6037571400,1738,2.89
1400000U,6037571502,1801,2.79
1400000U,6037571504,1985,2.53
1400000U,6037571505,930,3.47
1400000U,6037571600,838,2.65
1400000U,6037571701,1751,3.8
1400000U,6037571703,1062,3.15
1400000U,6037571704,1239,3.02
1400000U,6037571800,1250,2.5
1400000U,6037571900,2286,2.57
1400000U,6037572001,2279,2.72
1400000U,6037572201,2023,2.69
1400000U,6037572202,1070,2.99
1400000U,6037572301,938,3.95
1400000U,6037572500,1515,2.44
1400000U,6037572600,1206,4.01
1400000U,6037572700,1366,3.75
1400000U,6037573002,1113,3.38
1400000U,6037573003,615,2.8
1400000U,6037573004,1669,2.85
1400000U,6037573101,1379,3.2
1400000U,6037573102,1017,2.71
1400000U,6037573201,1214,3.24
1400000U,6037573202,1718,3.86
1400000U,6037573300,998,3.76
1400000U,6037573401,523,2.87
1400000U,6037573402,2651,2.59
1400000U,6037573403,1389,2.33
1400000U,6037573601,2354,2.69
1400000U,6037573700,1733,3.1
1400000U,6037573800,1517,2.76
1400000U,6037573902,917,2.32
1400000U,6037574000,1939,2.66
1400000U,6037574100,1849,2.86
1400000U,6037574201,1053,2.96
1400000U,6037574202,753,2.69
1400000U,6037574300,2195,2.87
1400000U,6037574400,2012,2.8
1400000U,6037574500,2310,2.83
1400000U,6037574602,559,2.3
1400000U,6037574800,1532,1.98
1400000U,6037574901,1403,2.76
1400000U,6037574902,1958,2.45
1400000U,6037575001,1816,2.26
1400000U,6037575002,1914,2.13
1400000U,6037575101,1510,2.73
1400000U,6037575102,1345,3.08
1400000U,6037575103,2127,2.34
1400000U,6037575201,1260,3.75
1400000U,6037575202,1110,3.39
1400000U,6037575300,1264,3.26
1400000U,6037575401,1260,3.22
1400000U,6037575402,1071,3.44
1400000U,6037575801,730,3.25
1400000U,6037575802,1680,2.68
1400000U,6037575803,1279,2.05
1400000U,6037575901,1544,2.41
1400000U,6037575902,3245,1.63
1400000U,6037576001,3608,1.49
1400000U,6037576200,3203,1.61
1400000U,6037576301,1951,2.39
1400000U,6037576302,1115,2.76
1400000U,6037576401,1286,3.37
1400000U,6037576402,1312,3.14
1400000U,6037576403,1437,3.48
1400000U,6037576501,1467,1.89
1400000U,6037576502,2059,2.46
1400000U,6037576503,1702,2.12
1400000U,6037576601,2535,1.56
1400000U,6037576602,2686,1.79
1400000U,6037576700,2140,1.77
1400000U,6037576801,1870,1.98
1400000U,6037576802,1857,2.3
1400000U,6037576901,1807,2.83
1400000U,6037576903,1364,2.47
1400000U,6037576904,1180,2.25
1400000U,6037577000,3319,2.07
1400000U,6037577100,3456,2.11
1400000U,6037577200,3265,1.76
1400000U,6037577300,3744,1.58
1400000U,6037577400,1462,1.97
1400000U,6037577501,1706,1.94
1400000U,6037577504,734,1.75
1400000U,6037577602,1639,1.96
1400000U,6037577604,792,1.99
1400000U,6037577605,2085,2.28
1400000U,6037577606,1552,2.58
1400000U,6037577700,1217,3.81
1400000U,6037577800,1354,3.41
1400000U,6037577900,2408,2.13
1400000U,6037578000,1639,3.43
1400000U,6037578100,0,-
1400000U,6037599000,1343,2.48
1400000U,6037599100,54,7.19
1400000U,6037600100,2126,3.17
1400000U,6037600201,1326,4.02
1400000U,6037600202,2243,3.36
1400000U,6037600302,1057,3.16
1400000U,6037600303,1246,3.33
1400000U,6037600304,1079,3.77
1400000U,6037600400,1474,2.68
1400000U,6037600501,849,3.03
1400000U,6037600601,832,2.82
1400000U,6037600602,686,3.91
1400000U,6037600702,1551,2.96
1400000U,6037600703,793,2.21
1400000U,6037600704,1174,2.53
1400000U,6037600801,1202,2.27
1400000U,6037600802,1174,2.12
1400000U,6037600902,2230,2.89
1400000U,6037600911,1046,3.2
1400000U,6037600912,1428,3.38
1400000U,6037601001,1037,1.95
1400000U,6037601002,2013,2.51
1400000U,6037601100,2050,3.25
1400000U,6037601202,1061,3.73
1400000U,6037601211,1093,2.72
1400000U,6037601212,1978,2.74
1400000U,6037601301,741,2.41
1400000U,6037601302,2634,2.61
1400000U,6037601303,2158,2.59
1400000U,6037601401,1740,2.95
1400000U,6037601402,1321,3.36
1400000U,6037601501,973,3.81
1400000U,6037601502,908,4
1400000U,6037601600,1299,3.1
1400000U,6037601700,1343,3.87
1400000U,6037601801,854,3.34
1400000U,6037601802,966,3.63
1400000U,6037601900,1341,3.53
1400000U,6037602002,819,3.77
1400000U,6037602003,1234,3.6
1400000U,6037602103,1738,2.94
1400000U,6037602104,1790,3.44
1400000U,6037602105,1374,2.55
1400000U,6037602106,2274,2.78
1400000U,6037602201,1639,2.61
1400000U,6037602202,990,2.86
1400000U,6037602301,1931,3.45
1400000U,6037602302,1807,2.57
1400000U,6037602402,1963,3.68
1400000U,6037602403,1498,2.92
1400000U,6037602404,1888,3.12
1400000U,6037602504,1818,2.68
1400000U,6037602505,1571,2.84
1400000U,6037602506,1682,2.46
1400000U,6037602507,1944,2.64
1400000U,6037602510,1165,3.09
1400000U,6037602511,1505,2.95
1400000U,6037602512,569,3.38
1400000U,6037602513,482,3.37
1400000U,6037602601,1675,2.99
1400000U,6037602602,1089,2.46
1400000U,6037602700,1231,2.87
1400000U,6037602801,1258,3.19
1400000U,6037602802,1310,3.52
1400000U,6037602900,1329,3.06
1400000U,6037603004,653,2.47
1400000U,6037603005,2042,3.17
1400000U,6037603006,836,2.22
1400000U,6037603007,1172,2.96
1400000U,6037603008,1152,3.45
1400000U,6037603101,1605,2.92
1400000U,6037603102,1251,3.05
1400000U,6037603200,1270,2.65
1400000U,6037603301,1388,2.37
1400000U,6037603302,1585,2.6
1400000U,6037603400,1432,2.68
1400000U,6037603500,875,3.38
1400000U,6037603600,1404,3.06
1400000U,6037603702,1717,2.87
1400000U,6037603703,845,3
1400000U,6037603705,931,3.03
1400000U,6037603706,1047,3.2
1400000U,6037603801,1544,3.08
1400000U,6037603802,1152,3.38
1400000U,6037603901,1238,2.97
1400000U,6037603902,1108,2.89
1400000U,6037604001,1221,4.2
1400000U,6037604002,1422,2.67
1400000U,6037604101,1136,3.6
1400000U,6037604102,863,3.25
1400000U,6037604200,1658,3.48
1400000U,6037609900,612,2.44
1400000U,6037620001,1679,2.57
1400000U,6037620002,1505,2.41
1400000U,6037620101,2124,2.58
1400000U,6037620102,1767,2.05
1400000U,6037620201,916,1.75
1400000U,6037620301,1542,2.91
1400000U,6037620303,1829,2.69
1400000U,6037620305,2298,2.62
1400000U,6037620400,1995,2.58
1400000U,6037620501,2124,2.77
1400000U,6037620521,1784,2.58
1400000U,6037620522,1873,2.53
1400000U,6037620601,2221,2.62
1400000U,6037620602,2006,2.71
1400000U,6037620701,2941,2.6
1400000U,6037620703,1254,2.97
1400000U,6037620704,1163,3.2
1400000U,6037620801,1318,3.04
1400000U,6037620802,1351,2.53
1400000U,6037620901,1056,2.56
1400000U,6037620904,1095,2.53
1400000U,6037621001,1998,2.28
1400000U,6037621005,2408,1.9
1400000U,6037621102,1245,2.74
1400000U,6037621104,3231,2.16
1400000U,6037621201,2980,2.33
1400000U,6037621204,1758,1.57
1400000U,6037621301,2961,2.41
1400000U,6037621324,2036,1.96
1400000U,6037621326,1721,1.76
1400000U,6037621400,1740,2.52
1400000U,6037650001,2243,2.54
1400000U,6037650003,1181,2.58
1400000U,6037650004,1496,2.79
1400000U,6037650101,2079,2.63
1400000U,6037650102,732,2.94
1400000U,6037650200,1847,3.26
1400000U,6037650300,2559,2.84
1400000U,6037650401,1507,2.79
1400000U,6037650501,951,2.97
1400000U,6037650502,1577,2.66
1400000U,6037650603,1521,2.47
1400000U,6037650604,2693,2.09
1400000U,6037650605,1034,2.72
1400000U,6037650606,1745,2.21
1400000U,6037650607,1105,2.48
1400000U,6037650701,970,2.65
1400000U,6037650702,1638,2.87
1400000U,6037650801,1618,2.52
1400000U,6037650802,1318,2.55
1400000U,6037650901,2254,2.26
1400000U,6037650903,1804,2.85
1400000U,6037650904,982,2.68
1400000U,6037651001,1947,2.74
1400000U,6037651002,1774,2.67
1400000U,6037651101,1763,2.56
1400000U,6037651102,1749,2.08
1400000U,6037651201,1689,2.82
1400000U,6037651221,1474,2.58
1400000U,6037651222,2383,2.55
1400000U,6037651302,2213,2.66
1400000U,6037651304,2516,2.04
1400000U,6037651401,1254,2.01
1400000U,6037651402,2103,2.78
1400000U,6037670001,1338,2.7
1400000U,6037670002,1443,2.46
1400000U,6037670003,2352,2.53
1400000U,6037670101,1208,2.65
1400000U,6037670102,1549,2.68
1400000U,6037670201,1416,2.56
1400000U,6037670202,814,3.15
1400000U,6037670324,2162,2.54
1400000U,6037670326,1352,2.44
1400000U,6037670328,1609,2.74
1400000U,6037670405,1134,2.35
1400000U,6037670406,611,2.83
1400000U,6037670407,2343,2.6
1400000U,6037670413,1678,2.86
1400000U,6037670416,1577,2.67
1400000U,6037670417,1044,2.67
1400000U,6037670418,1502,2.99
1400000U,6037670500,570,2.55
1400000U,6037670603,637,2.8
1400000U,6037670604,2069,2.35
1400000U,6037670701,2160,2.96
1400000U,6037670702,2009,2.83
1400000U,6037700101,3501,1.52
1400000U,6037700102,2787,1.64
1400000U,6037700200,4243,1.61
1400000U,6037700300,4113,1.4
1400000U,6037700400,2873,1.63
1400000U,6037700501,2515,1.66
1400000U,6037700502,2804,1.37
1400000U,6037700600,1639,3.04
1400000U,6037700700,1165,3.03
1400000U,6037700801,2293,1.68
1400000U,6037700802,1991,2.01
1400000U,6037700901,1482,2.9
1400000U,6037700902,3170,2.06
1400000U,6037701000,2598,1.99
1400000U,6037701201,1474,2.66
1400000U,6037701202,1747,2
1400000U,6037701302,2943,1.63
1400000U,6037701304,2754,2.28
1400000U,6037701402,3630,1.66
1400000U,6037701501,2649,1.87
1400000U,6037701502,1960,1.64
1400000U,6037701601,1725,2.3
1400000U,6037701602,1951,2.26
1400000U,6037701701,1744,1.92
1400000U,6037701702,1703,1.78
1400000U,6037701801,2730,2.41
1400000U,6037701802,2151,2.21
1400000U,6037701902,3330,1.5
1400000U,6037702002,3345,1.84
1400000U,6037702102,3567,1.57
1400000U,6037702201,2094,1.84
1400000U,6037702202,1752,2.24
1400000U,6037702300,2954,2.28
1400000U,6037702400,2057,2.2
1400000U,6037702501,2243,2.22
1400000U,6037702502,2236,1.85
1400000U,6037702600,2587,2.54
1400000U,6037702700,1296,2.65
1400000U,6037702801,2004,2.64
1400000U,6037702802,996,2.26
1400000U,6037702803,1171,2.22
1400000U,6037702900,5511,1.86
1400000U,6037703002,2736,2.52
1400000U,6037703003,3101,1.98
1400000U,6037703100,2671,2.4
1400000U,6037703200,2240,2.45
1400000U,6037800101,1903,3.01
1400000U,6037800103,1167,2.93
1400000U,6037800104,1408,2.6
1400000U,6037800202,1995,3.06
1400000U,6037800204,1710,2.38
1400000U,6037800205,1630,2.48
1400000U,6037800206,1148,3.14
1400000U,6037800324,2431,2.7
1400000U,6037800325,1404,2.6
1400000U,6037800328,402,3.03
1400000U,6037800333,988,2.15
1400000U,6037800334,1256,2.95
1400000U,6037800335,1818,2.45
1400000U,6037800336,1174,3.32
1400000U,6037800337,1749,2.15
1400000U,6037800338,2058,3.12
1400000U,6037800406,788,2.51
1400000U,6037800410,500,2.4
1400000U,6037800411,984,2.77
1400000U,6037800412,1410,2.57
1400000U,6037800504,933,1.97
1400000U,6037800506,1367,2.46
1400000U,6037900102,262,2.94
1400000U,6037900103,1732,3.75
1400000U,6037900104,1789,3.67
1400000U,6037900301,1009,3.61
1400000U,6037900501,2193,3.6
1400000U,6037900504,1997,3.52
1400000U,6037900505,1330,3.44
1400000U,6037900506,1436,3.54
1400000U,6037900508,1065,3.56
1400000U,6037900509,1325,3.38
1400000U,6037900510,1072,3.69
1400000U,6037900602,1775,3.07
1400000U,6037900606,1426,3.21
1400000U,6037900607,1130,3.46
1400000U,6037900608,1159,3.61
1400000U,6037900609,1490,3.47
1400000U,6037900610,1180,2.72
1400000U,6037900611,1181,4.07
1400000U,6037900701,1538,2.84
1400000U,6037900703,2165,2.41
1400000U,6037900704,1560,2.14
1400000U,6037900705,1820,2.2
1400000U,6037900804,1085,3.53
1400000U,6037900805,1556,3.28
1400000U,6037900806,2087,2.03
1400000U,6037900807,1125,3.43
1400000U,6037900808,1369,3.89
1400000U,6037900901,945,3.2
1400000U,6037900902,584,2.39
1400000U,6037901003,0,-
1400000U,6037901007,717,3.05
1400000U,6037901008,1064,3.14
1400000U,6037901009,1930,2.87
1400000U,6037901010,1857,2.96
1400000U,6037901011,2058,2.6
1400000U,6037901012,1738,3.92
1400000U,6037901013,1208,2.99
1400000U,6037901014,1521,3.43
1400000U,6037901101,1726,3.11
1400000U,6037901102,1936,2.69
1400000U,6037901209,397,2.44
1400000U,6037901210,661,2.59
1400000U,6037901214,1517,3.25
1400000U,6037901215,1528,2.33
1400000U,6037901216,835,2.93
1400000U,6037901217,582,2.63
1400000U,6037901218,743,3.26
1400000U,6037901300,560,3.93
1400000U,6037910002,1979,3.66
1400000U,6037910210,2255,3.4
1400000U,6037910211,438,3.83
1400000U,6037910212,1062,2.95
1400000U,6037910213,481,3.18
1400000U,6037910214,1586,3.45
1400000U,6037910215,2010,3.3
1400000U,6037910216,1410,3.72
1400000U,6037910217,1590,3.37
1400000U,6037910218,1484,3.09
1400000U,6037910301,1608,2.68
1400000U,6037910302,2061,2.98
1400000U,6037910401,2055,2.96
1400000U,6037910404,1219,3.99
1400000U,6037910405,1740,3.35
1400000U,6037910501,2101,2.6
1400000U,6037910502,1362,3.58
1400000U,6037910504,1169,3.73
1400000U,6037910505,861,3.78
1400000U,6037910601,1705,3.76
1400000U,6037910602,1464,3.32
1400000U,6037910605,1350,3.98
1400000U,6037910606,759,4.23
1400000U,6037910607,1174,3.61
1400000U,6037910608,1011,3.58
1400000U,6037910706,1678,4.1
1400000U,6037910707,1470,3.47
1400000U,6037910709,498,3.33
1400000U,6037910712,826,3.99
1400000U,6037910713,1596,4.49
1400000U,6037910714,1002,4.11
1400000U,6037910715,1886,3.46
1400000U,6037910716,1769,3.67
1400000U,6037910717,542,4.22
1400000U,6037910718,1298,4.09
1400000U,6037910719,982,4.74
1400000U,6037910720,1536,3.49
1400000U,6037910721,1047,3.53
1400000U,6037910804,1052,2.76
1400000U,6037910807,1882,3.26
1400000U,6037910808,1145,3.35
1400000U,6037910809,664,3.34
1400000U,6037910810,775,3.78
1400000U,6037910814,1269,2.7
1400000U,6037910815,1675,2.97
1400000U,6037911001,1390,2.61
1400000U,6037911100,2027,3.6
1400000U,6037920013,2331,3.43
1400000U,6037920015,1953,3.3
1400000U,6037920016,1526,3.21
1400000U,6037920017,1318,3.17
1400000U,6037920018,703,2.94
1400000U,6037920020,1869,3.01
1400000U,6037920028,2531,3.58
1400000U,6037920029,1223,3.01
1400000U,6037920030,1957,2.81
1400000U,6037920031,2644,2.24
1400000U,6037920034,1234,3.21
1400000U,6037920035,2478,3.47
1400000U,6037920038,805,3.74
1400000U,6037920039,540,3.11
1400000U,6037920040,1007,3.25
1400000U,6037920041,876,3.37
1400000U,6037920042,2411,2.73
1400000U,6037920043,2476,3.53
1400000U,6037920044,829,3.04
1400000U,6037920045,1454,3.09
1400000U,6037920046,1309,2.86
1400000U,6037920047,1922,3.93
1400000U,6037920048,1754,3.08
1400000U,6037920049,1652,3.36
1400000U,6037920050,484,2.01
1400000U,6037920102,1634,2.91
1400000U,6037920104,825,3.59
1400000U,6037920106,1024,3.67
1400000U,6037920109,1890,2.51
1400000U,6037920110,1003,3.05
1400000U,6037920111,1020,2.98
1400000U,6037920112,1515,2.57
1400000U,6037920114,2156,2.76
1400000U,6037920115,1728,2.44
1400000U,6037920116,1591,3.25
1400000U,6037920118,1862,3.25
1400000U,6037920119,494,3.61
1400000U,6037920120,1072,4
1400000U,6037920121,3142,3.26
1400000U,6037920200,0,-
1400000U,6037920303,651,2.31
1400000U,6037920312,2180,2.87
1400000U,6037920313,1566,3.47
1400000U,6037920314,1025,3.24
1400000U,6037920322,972,2.85
1400000U,6037920326,2366,2.73
1400000U,6037920328,817,2.39
1400000U,6037920329,2669,2.41
1400000U,6037920330,1716,2.05
1400000U,6037920331,1231,2.99
1400000U,6037920332,581,2.96
1400000U,6037920334,2425,2.31
1400000U,6037920338,1714,3.3
1400000U,6037920339,2737,3.2
1400000U,6037920340,788,3.83
1400000U,6037920341,831,3.85
1400000U,6037920342,913,3.48
1400000U,6037920343,1238,3.39
1400000U,6037930400,355,2.57
1400000U,6037980001,0,-
1400000U,6037980002,0,-
1400000U,6037980003,0,-
1400000U,6037980004,0,-
1400000U,6037980005,0,-
1400000U,6037980006,0,-
1400000U,6037980007,0,-
1400000U,6037980008,26,4.23
1400000U,6037980009,0,-
1400000U,6037980010,92,1.85
1400000U,6037980011,35,3.63
1400000U,6037980012,0,-
1400000U,6037980013,0,-
1400000U,6037980014,10,4.5
1400000U,6037980015,476,2.06
1400000U,6037980016,91,3.62
1400000U,6037980017,37,5.24
1400000U,6037980018,0,-
1400000U,6037980019,40,1.98
1400000U,6037980020,0,-
1400000U,6037980021,4,4.25
1400000U,6037980022,0,-
1400000U,6037980023,0,-
1400000U,6037980024,60,2.28
1400000U,6037980025,206,2
1400000U,6037980026,0,-
1400000U,6037980028,0,-
1400000U,6037980030,0,-
1400000U,6037980031,5,2
1400000U,6037980033,0,-
